education,marital_status,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,frequency,monetary
2n Cycle,Together,20981.0,0,0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,7,73
Graduation,Single,51766.0,1,0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,12,275
Graduation,Married,55759.0,0,1,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,26,854
Graduation,Married,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,7,78
Master,Married,37787.0,1,0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,7,106
Graduation,Single,27242.0,1,0,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,7,106
PhD,Single,87188.0,0,0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,19,1923
Graduation,Together,69930.0,0,0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,22,1662
Graduation,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,7,84
PhD,Married,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,7,48
Graduation,Single,3502.0,1,0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,5
Graduation,Married,58597.0,1,1,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,32,733
PhD,Widow,82032.0,0,0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,17,1234
Graduation,Together,28087.0,1,1,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,9,112
PhD,Single,74004.0,0,0,5,784,48,560,42,176,48,1,4,6,4,3,0,0,1,1,0,15,1658
Graduation,Together,19740.0,0,1,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,7,55
2n Cycle,Married,57036.0,0,1,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,26,1513
2n Cycle,Together,53083.0,1,1,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,17,271
PhD,Married,69283.0,0,1,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,27,904
Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,11,120
2n Cycle,Married,23331.0,1,0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,8,103
2n Cycle,Single,23331.0,1,0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,0,0,0,17,269
Graduation,Single,9255.0,1,0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,5,22
PhD,Widow,67786.0,0,0,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,16,1156
PhD,Married,71969.0,0,1,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,19,1086
Master,Single,59235.0,1,0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,0,0,0,28,1128
Graduation,Together,31928.0,1,0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,9,72
Master,Together,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,27,964
Graduation,Married,65819.0,0,0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,0,0,0,20,1383
PhD,Single,51411.0,1,2,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,4,18
Graduation,Divorced,51983.0,0,1,95,631,0,115,10,7,30,3,9,2,10,7,0,0,0,0,0,24,793
Master,Together,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,7,100
2n Cycle,Married,30390.0,0,0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,6,80
Graduation,Single,30983.0,0,0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,8,167
Graduation,Widow,66033.0,0,1,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,20,677
2n Cycle,Married,37284.0,1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,4,23
Master,Divorced,57530.0,0,1,68,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,7,92
2n Cycle,Married,76800.0,0,0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,16,641
Graduation,Married,63943.0,0,1,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,17,1106
Graduation,Together,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,14,1033
Graduation,Married,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,32,1174
Master,Married,37054.0,1,1,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0,0,0,6,25
Master,Together,47175.0,1,1,81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,0,0,17,240
Graduation,Divorced,31859.0,1,0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,4,20
Graduation,Divorced,27215.0,2,1,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,11,102
PhD,Divorced,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,26,1034
Graduation,Married,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,9,156
Master,Married,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,21,458
Graduation,Married,24645.0,1,0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,4,17
Graduation,Divorced,79865.0,0,1,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,21,792
Graduation,Married,44322.0,1,0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,8,92
Graduation,Single,47958.0,0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,16,407
Master,Single,63972.0,0,1,93,928,63,254,0,12,12,4,5,4,10,4,0,1,0,0,0,23,1269
Graduation,Together,75315.0,0,1,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,23,841
PhD,Married,55517.0,1,1,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,23,633
PhD,Married,75283.0,1,2,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,25,1019
PhD,Single,82800.0,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,26,1315
Graduation,Married,38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,8,54
Master,Single,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,18,2525
Master,Married,27161.0,1,0,41,7,4,23,7,0,11,1,1,0,3,7,0,0,0,0,0,5,52
Graduation,Married,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,20,436
PhD,Together,38201.0,0,1,19,233,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,15,268
Graduation,Together,45203.0,2,0,4,35,3,67,10,8,24,1,3,1,3,6,0,0,0,0,0,8,147
PhD,Together,81574.0,0,0,89,1252,0,465,46,35,0,1,4,5,8,1,0,1,1,0,0,18,1798
Graduation,Married,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,8,137
Master,Single,60482.0,0,1,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,17,507
Graduation,Together,34633.0,2,1,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,4,15
Master,Together,78093.0,0,0,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,17,1105
Graduation,Divorced,82460.0,0,0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,15,974
Master,Together,45903.0,0,1,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,8,66
Graduation,Divorced,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,27,778
PhD,Divorced,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,6,49
Master,Together,40442.0,1,1,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,12,169
Graduation,Married,61482.0,0,0,39,48,58,68,16,66,43,1,3,2,6,2,0,0,0,0,0,12,299
Graduation,Married,34968.0,1,0,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,17,221
Graduation,Married,75794.0,0,0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,25,1682
PhD,Together,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,10,155
Graduation,Married,74268.0,0,0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,13,892
Basic,Together,13724.0,1,0,43,2,7,5,2,15,27,1,2,0,2,9,1,0,0,0,0,5,58
Master,Together,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,15,311
PhD,Single,52569.0,0,1,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,7,95
PhD,Single,48432.0,0,1,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,19,424
Master,Together,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,12,47
Graduation,Single,36108.0,1,0,68,141,8,129,3,11,47,3,7,1,4,9,1,0,0,0,0,15,339
Graduation,Married,76445.0,1,0,2,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,21,1410
PhD,Married,36663.0,1,0,40,18,0,6,3,3,5,1,1,1,3,2,0,0,0,0,0,6,35
Master,Married,53843.0,0,1,64,378,0,88,19,4,73,4,8,5,3,7,0,0,0,0,0,20,562
Master,Married,90226.0,0,0,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,24,2352
Master,Divorced,70638.0,0,0,69,1016,12,215,16,12,63,1,4,5,10,3,0,1,0,0,0,20,1334
Graduation,Together,44512.0,1,1,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,6,32
Graduation,Married,27116.0,1,1,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,7,41
PhD,Married,54072.0,1,1,71,35,0,4,0,0,0,1,2,0,2,8,0,0,0,0,0,5,39
Graduation,Married,71855.0,0,1,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,25,1141
2n Cycle,Single,51250.0,1,0,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,24,710
Master,Married,60432.0,0,1,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,19,401
PhD,Married,65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,17,506
Graduation,Single,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,21,1538
2n Cycle,Married,12393.0,0,0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,6,57
Graduation,Single,64509.0,0,0,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,19,1722
Graduation,Single,33955.0,1,0,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,0,0,15,270
Graduation,Married,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,6,31
Graduation,Married,55434.0,1,0,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,24,882
Graduation,Together,28359.0,1,0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,4,16
Graduation,Single,57100.0,1,0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,0,0,14,311
Graduation,Married,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,11,227
Master,Married,52973.0,0,1,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,31,1152
PhD,Together,51717.0,0,1,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,8,122
Graduation,Married,18793.0,1,0,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,9,77
2n Cycle,Together,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,19,1289
Graduation,Single,50664.0,1,1,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,24,561
Graduation,Together,54414.0,1,1,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,13,211
PhD,Married,54549.0,0,1,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,12,233
PhD,Widow,47111.0,0,1,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,21,1092
PhD,Divorced,41003.0,0,0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,17,601
Graduation,Together,19444.0,1,0,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,10,54
2n Cycle,Together,36301.0,1,0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,7,78
PhD,Together,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,26,1095
PhD,Together,42731.0,1,0,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,13,244
PhD,Married,52854.0,1,1,43,105,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,9,116
Graduation,Together,22775.0,1,0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,4,15
PhD,Together,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,16,425
PhD,Married,59821.0,0,1,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,26,734
Graduation,Divorced,50002.0,0,1,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,19,638
Graduation,Married,69755.0,0,0,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,22,894
Graduation,Married,44078.0,1,1,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,7,41
Master,Together,30560.0,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,5,31
Master,Together,35924.0,1,1,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,5,34
PhD,Divorced,64140.0,0,2,71,1459,0,61,0,15,215,5,2,5,6,5,1,0,1,0,1,18,1750
Graduation,Together,56386.0,1,1,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,25,612
Basic,Together,24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,5,29
2n Cycle,Together,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,21,823
Master,Divorced,39228.0,0,0,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,4,20
Master,Married,58494.0,0,1,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,16,396
Graduation,Single,58684.0,0,0,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,21,813
Graduation,Divorced,57136.0,0,0,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,20,1179
PhD,Widow,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,10,138
Graduation,Married,22448.0,1,0,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,9,55
Graduation,Single,82014.0,0,0,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,22,1511
Graduation,Widow,34213.0,1,1,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,9,117
Graduation,Together,157146.0,0,0,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,28,1730
PhD,Widow,25358.0,0,1,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,6,32
Master,Single,35544.0,1,0,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,6,67
Master,Together,36634.0,0,1,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,15,335
PhD,Married,62670.0,0,1,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,22,825
2n Cycle,Together,50334.0,0,1,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,23,694
Graduation,Single,72066.0,0,0,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,17,1792
PhD,Single,50729.0,1,1,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,24,496
Graduation,Together,34916.0,2,0,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,13,231
Graduation,Divorced,64892.0,0,1,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,24,902
Graduation,Single,43602.0,1,1,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,9,68
PhD,Single,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,6,71
2n Cycle,Single,41473.0,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,6,76
PhD,Married,63246.0,0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,22,772
PhD,Married,36732.0,1,1,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,9,47
PhD,Married,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,25,1586
PhD,Married,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,34,1529
PhD,Single,37929.0,0,0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,13,265
Graduation,Together,86610.0,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,18,1603
Master,Married,80141.0,0,0,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,22,2091
2n Cycle,Married,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,21,981
Graduation,Married,69016.0,0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,34,1533
2n Cycle,Together,20193.0,0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,7,82
Graduation,Married,27573.0,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,14,244
Basic,Single,15862.0,1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,5,36
PhD,Married,49544.0,1,0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,16,404
Graduation,Married,33228.0,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,6,71
Graduation,Together,70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,23,1572
Graduation,Together,38232.0,1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,11,122
PhD,Married,22554.0,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,10,41
PhD,Married,23536.0,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,4,10
Graduation,Married,49413.0,0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,13,304
Graduation,Married,42231.0,1,1,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,5,37
Master,Divorced,78789.0,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,16,1754
Graduation,Together,56534.0,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,25,815
Graduation,Single,58350.0,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,27,1001
Graduation,Single,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,22,1157
Graduation,Single,49090.0,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,21,688
Master,Divorced,61787.0,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,19,1319
PhD,Married,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,4,21
2n Cycle,Single,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,4,31
Graduation,Married,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,6,67
Graduation,Divorced,62335.0,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,21,708
2n Cycle,Together,42033.0,1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,4,25
PhD,Married,86580.0,0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,11,746
PhD,Divorced,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,5,32
Master,Widow,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,25,1695
Graduation,Married,61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,28,1080
Master,Married,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,9,72
Graduation,Single,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,10,57
PhD,Together,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,25,660
Basic,Together,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,11,103
PhD,Married,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,11,153
Master,Together,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,32,1220
Graduation,Together,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,13,279
Graduation,Married,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,20,745
PhD,Married,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,12,264
Graduation,Married,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,22,2157
Master,Married,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,23,1526
Graduation,Together,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,6,69
Graduation,Married,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,26,1597
Basic,Single,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,8,64
Graduation,Together,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,18,497
Graduation,Single,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,17,1067
Graduation,Married,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,7,31
Graduation,Together,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,14,211
PhD,Married,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,25,877
Graduation,Married,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,4,11
PhD,Married,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,25,2034
Graduation,Single,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,19,1991
PhD,Widow,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,24,1686
PhD,Single,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,17,324
Master,Single,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,9,69
Graduation,Together,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,16,252
Basic,Single,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,5,54
Master,Together,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,27,964
Graduation,Married,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,28,1327
PhD,Together,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,7,68
Graduation,Married,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,5,60
Graduation,Divorced,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,5,55
Graduation,Together,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,21,1456
2n Cycle,Single,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,18,563
Graduation,Divorced,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,26,1504
Graduation,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,19,564
Graduation,Married,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,23,1125
Graduation,Married,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,17,358
PhD,Married,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,5,42
Graduation,Together,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,10,184
Graduation,Together,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,19,460
PhD,Single,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,8,145
Graduation,Together,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,25,1376
PhD,Divorced,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,23,792
Graduation,Married,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,23,1382
Basic,Together,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,4,28
Master,Married,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,24,1033
Graduation,Divorced,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,23,882
PhD,Married,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,15,2231
PhD,Together,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,19,1101
Graduation,Married,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,16,369
2n Cycle,Single,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,5,48
PhD,Widow,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,19,467
Graduation,Widow,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,8,44
Basic,Single,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,10,38
Graduation,Married,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,9,81
Master,Single,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,10,167
PhD,Married,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,7,45
Graduation,Married,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,21,664
2n Cycle,Married,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,20,622
2n Cycle,Divorced,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,7,48
Graduation,Together,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,16,461
Graduation,Married,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,26,1073
